25331,Aleksandra,URBAŃSKA,F,2001-10-09,Person must be adult
25341,Gerard,PIOTROWSKI,M,2001-05-18,Person must be adult
25348,Janina,SADOWSKA,F,2000-12-23,Person must be adult
25358,Wacława,WIECZOREK,F,2002-09-20,Person must be adult
25395,Władysław,MALINOWSKI,M,2002-09-20,Person must be adult
25462,Sylwester,WOŹNIAK,M,2002-01-29,Person must be adult
25510,Wacława,TOMASZEWSKA,F,2002-03-05,Person must be adult
25536,Adela,KOZŁOWSKA,F,2000-12-17,Person must be adult
25563,Arkadiusz,KONIECZNY,M,2001-06-24,Person must be adult
25571,Witold,WITKOWSKI,M,2001-11-21,Person must be adult
25606,Krystyna,MALINOWSKA,F,2001-01-12,Person must be adult
25630,Szczepan,JAKUBOWSKI,M,2002-03-22,Person must be adult
25633,Grażyna,ZAKRZEWSKA,F,2002-12-16,Person must be adult
25643,Jerzy,SIKORSKI,M,2001-07-15,Person must be adult
25827,Alina,KUCHARSKA,F,2002-09-09,Person must be adult
25836,Bogumił,RUTKOWSKI,M,2002-12-13,Person must be adult
25865,Lucyna,PAWŁOWSKA,F,2002-10-29,Person must be adult
25868,Róża,MICHALSKA,F,2001-12-22,Person must be adult
25894,Celina,WÓJCIK,F,2000-10-23,Person must be adult
25937,Waldemar,KALINOWSKI,M,2002-03-06,Person must be adult
25964,Karolina,BARAN,F,2001-03-22,Person must be adult
25967,Bernadeta,OLSZEWSKA,F,2002-05-20,Person must be adult
26072,Wiesław,WIŚNIEWSKI,M,2002-06-04,Person must be adult
26131,Julia,WŁODARCZYK,F,2002-10-15,Person must be adult
26181,Romuald,JANKOWSKI,M,2001-01-12,Person must be adult
26204,Leokadia,BRZEZIŃSKA,F,2002-11-20,Person must be adult
26246,Aniela,KRÓL,F,2001-09-08,Person must be adult
26287,Aleksander,DUDA,M,2002-12-13,Person must be adult
26293,Bernadeta,BĄK,F,2002-07-02,Person must be adult
26294,Teresa,MAZUREK,F,2001-10-22,Person must be adult
26295,Gabriela,KOZŁOWSKA,F,2002-10-20,Person must be adult
26359,Urszula,ZIÓŁKOWSKA,F,2000-10-19,Person must be adult
26379,Maciej,MARCINIAK,M,2000-10-25,Person must be adult
26397,Alojzy,BARAN,M,2001-08-07,Person must be adult
26408,Bogumił,KUCHARSKI,M,2002-09-20,Person must be adult
26425,Henryka,GÓRECKA,F,2002-10-16,Person must be adult
26459,Ryszard,MAZUREK,M,2001-08-14,Person must be adult
26467,Piotr,WASILEWSKI,M,2002-12-22,Person must be adult
26527,Zygmunt,WOŹNIAK,M,2002-05-21,Person must be adult
26556,Alicja,MAKOWSKA,F,2002-04-06,Person must be adult
26563,Bogusława,KACZMAREK,F,2002-12-23,Person must be adult
26596,Michalina,SIKORSKA,F,2002-07-03,Person must be adult
26645,Halina,GAJEWSKA,F,2002-10-07,Person must be adult
26654,Mieczysław,MICHALAK,M,2002-05-01,Person must be adult
26659,Felicja,BĄK,F,2001-06-30,Person must be adult
26667,Mieczysława,JANKOWSKA,F,2001-07-18,Person must be adult
26671,Józef,PIOTROWSKI,M,2001-06-23,Person must be adult
26672,Aleksandra,SOKOŁOWSKA,F,2002-12-17,Person must be adult
26684,Brygida,LEWANDOWSKA,F,2001-06-20,Person must be adult
26719,Zygmunt,LEWANDOWSKI,M,2002-09-19,Person must be adult
26738,Roman,NOWICKI,M,2002-07-10,Person must be adult
26750,Grzegorz,NOWAKOWSKI,M,2000-11-03,Person must be adult
26753,Róża,BĄK,F,2001-03-26,Person must be adult
26762,Magdalena,JASIŃSKA,F,2001-05-26,Person must be adult
26773,Wanda,ZIELIŃSKA,F,2002-04-18,Person must be adult
26779,Maria,JABŁOŃSKA,F,2001-08-17,Person must be adult
26807,Janusz,KUBIAK,M,2002-02-25,Person must be adult
26813,Władysław,WOŹNIAK,M,2002-09-23,Person must be adult
26821,Agata,PIETRZAK,F,2000-12-13,Person must be adult
26859,Norbert,JANKOWSKI,M,2002-04-09,Person must be adult
26864,Konrad,SZCZEPAŃSKI,M,2002-06-30,Person must be adult
26959,Emil,JABŁOŃSKI,M,2002-08-17,Person must be adult
27115,Romuald,SIKORA,M,2001-07-31,Person must be adult
27132,Weronika,WRÓBLEWSKA,F,2001-10-28,Person must be adult
27180,Franciszka,SOKOŁOWSKA,F,2001-05-25,Person must be adult
27181,Leokadia,KOZŁOWSKA,F,2002-11-20,Person must be adult
27183,Zbigniew,WŁODARCZYK,M,2002-11-16,Person must be adult
27186,Agata,KOWALCZYK,F,2002-08-01,Person must be adult
27191,Anna,WASILEWSKA,F,2001-03-10,Person must be adult
27303,Karolina,ZIÓŁKOWSKA,F,2002-07-15,Person must be adult
27316,Adolf,RUTKOWSKI,M,2001-08-04,Person must be adult
27402,Piotr,KAMIŃSKI,M,2001-06-04,Person must be adult
27446,Konrad,ADAMCZYK,M,2002-07-10,Person must be adult
27534,Regina,PIETRZAK,F,2001-01-28,Person must be adult
27538,Zenon,KALINOWSKI,M,2001-03-07,Person must be adult
27540,Zdzisława,DUDEK,F,2001-11-03,Person must be adult
27590,Wanda,KUBIAK,F,2002-11-18,Person must be adult
27624,Jerzy,SZULC,M,2000-11-22,Person must be adult
27634,Norbert,BARAN,M,2002-01-19,Person must be adult
27694,Halina,SIKORSKA,F,2002-01-16,Person must be adult
27700,Aleksandra,CZERWIŃSKA,F,2001-10-22,Person must be adult
27704,Stanisław,KOŁODZIEJ,M,2002-04-29,Person must be adult
27719,Łucja,SIKORA,F,2002-12-03,Person must be adult
27720,Zenon,MAZUR,M,2000-11-19,Person must be adult
27735,Bogdan,WITKOWSKI,M,2002-10-09,Person must be adult
27765,Lucjan,JABŁOŃSKI,M,2001-12-05,Person must be adult
27769,Bogusław,MRÓZ,M,2001-01-11,Person must be adult
27811,Konrad,WILK,M,2002-12-24,Person must be adult
27820,Eleonora,MAKOWSKA,F,2002-12-23,Person must be adult
27863,Wacława,GÓRECKA,F,2001-03-01,Person must be adult
27883,Edyta,KRAJEWSKA,F,2002-05-12,Person must be adult
27913,Franciszka,KRAJEWSKA,F,2001-08-29,Person must be adult
27925,Eugeniusz,KACZMARCZYK,M,2002-02-15,Person must be adult
27948,Mikołaj,OSTROWSKI,M,2002-07-18,Person must be adult
27949,Bronisława,TOMASZEWSKA,F,2001-01-19,Person must be adult
27955,Andrzej,STĘPIEŃ,M,2002-10-04,Person must be adult
27956,Roman,NOWAKOWSKI,M,2002-10-21,Person must be adult
28088,Wacław,KWIATKOWSKI,M,2001-05-16,Person must be adult
28116,Genowefa,JABŁOŃSKA,F,2002-03-23,Person must be adult
28130,Rozalia,MAZUREK,F,2001-02-26,Person must be adult
28165,Alina,TOMASZEWSKA,F,2002-10-29,Person must be adult
28181,Zygmunt,GÓRSKI,M,2000-11-05,Person must be adult
28204,Daniela,MAZUR,F,2002-09-22,Person must be adult
28215,Damian,RUTKOWSKI,M,2001-03-03,Person must be adult
28292,Tomasz,BRZEZIŃSKI,M,2002-02-17,Person must be adult
28294,Maria,NOWAK,F,2001-01-07,Person must be adult
28299,Bernard,WÓJCIK,M,2002-09-29,Person must be adult
28313,Sylwia,KUBIAK,F,2002-07-29,Person must be adult
28321,Mieczysław,CHMIELEWSKI,M,2002-05-29,Person must be adult
28358,Dariusz,ADAMSKI,M,2000-10-24,Person must be adult
28375,Mirosława,BĄK,F,2002-04-19,Person must be adult
28400,Wanda,WOŹNIAK,F,2002-03-20,Person must be adult
28435,Gerard,WALCZAK,M,2002-06-13,Person must be adult
28461,Marianna,NOWAK,F,2000-12-08,Person must be adult
28492,Bernadeta,SZCZEPAŃSKA,F,2001-01-03,Person must be adult
28569,Lucyna,CZERWIŃSKA,F,2000-12-04,Person must be adult
28577,Tomasz,JABŁOŃSKI,M,2001-04-07,Person must be adult
28582,Lidia,BORKOWSKA,F,2000-10-27,Person must be adult
28604,Wiktor,TOMASZEWSKI,M,2002-03-19,Person must be adult
28635,Lech,GŁOWACKI,M,2001-07-06,Person must be adult
28676,Aniela,WÓJCIK,F,2000-11-05,Person must be adult
28718,Honorata,SZYMAŃSKA,F,2001-07-28,Person must be adult
28739,Iwona,WIŚNIEWSKA,F,2001-08-23,Person must be adult
28804,Arkadiusz,GRABOWSKI,M,2001-06-21,Person must be adult
28820,Rudolf,BOROWSKI,M,2002-06-21,Person must be adult
28860,Honorata,GŁOWACKA,F,2001-11-14,Person must be adult
28881,Alfons,MICHALAK,M,2001-11-28,Person must be adult
28904,Konrad,ZAWADZKI,M,2002-07-27,Person must be adult
28935,Roman,BĄK,M,2001-09-04,Person must be adult
28937,Alfons,JABŁOŃSKI,M,2000-10-15,Person must be adult
28994,Zbigniew,WŁODARCZYK,M,2002-05-13,Person must be adult
29008,Michalina,KRUPA,F,2002-07-04,Person must be adult
29024,Zbigniew,MAZUR,M,2000-10-19,Person must be adult
29028,Sebastian,BARANOWSKI,M,2002-01-26,Person must be adult
29045,Alfons,WIŚNIEWSKI,M,2001-10-03,Person must be adult
29082,Róża,OSTROWSKA,F,2002-01-28,Person must be adult
29096,Zbigniew,KRAWCZYK,M,2002-11-11,Person must be adult
29106,Hanna,JAWORSKA,F,2001-06-04,Person must be adult
29108,Stefan,MARCINIAK,M,2002-08-01,Person must be adult
29119,Czesława,ZIÓŁKOWSKA,F,2001-10-10,Person must be adult
29131,Wanda,SZYMAŃSKA,F,2001-10-23,Person must be adult
29186,Daniel,NOWAK,M,2001-08-01,Person must be adult
29193,Mieczysława,CIEŚLAK,F,2002-03-02,Person must be adult
29195,Helena,SADOWSKA,F,2000-10-31,Person must be adult
29229,Agata,SZYMCZAK,F,2001-07-06,Person must be adult
29245,Tomasz,ZIELIŃSKI,M,2001-01-19,Person must be adult
29268,Ludwika,WITKOWSKA,F,2001-08-21,Person must be adult
29289,Józef,KAŹMIERCZAK,M,2001-01-15,Person must be adult
29295,Rafał,KRAJEWSKI,M,2001-04-28,Person must be adult
29313,Julian,MAJEWSKI,M,2002-04-28,Person must be adult
29330,Julian,BOROWSKI,M,2002-06-21,Person must be adult
29373,Magdalena,URBAŃSKA,F,2002-10-19,Person must be adult
29396,Sebastian,JAKUBOWSKI,M,2002-02-10,Person must be adult
29440,Mieczysława,MAKOWSKA,F,2002-02-20,Person must be adult
29485,Alfreda,BRZEZIŃSKA,F,2001-01-17,Person must be adult
29491,Leon,MAJEWSKI,M,2001-04-12,Person must be adult
29500,Gertruda,NOWAK,F,2002-12-22,Person must be adult
29558,Marzena,WILK,F,2002-10-28,Person must be adult
29564,Kazimiera,MICHALSKA,F,2002-11-20,Person must be adult
29590,Marta,GŁOWACKA,F,2001-08-03,Person must be adult
29597,Marianna,GŁOWACKA,F,2000-11-05,Person must be adult
29605,Natalia,JAWORSKA,F,2001-07-12,Person must be adult
29620,Anna,BORKOWSKA,F,2002-02-27,Person must be adult
29658,Antonina,KOWALCZYK,F,2001-03-16,Person must be adult
29692,Monika,BĄK,F,2002-01-11,Person must be adult
29708,Wacława,PIETRZAK,F,2000-11-06,Person must be adult
29840,Artur,CZARNECKI,M,2002-03-20,Person must be adult
29884,Lech,LEWANDOWSKI,M,2002-11-15,Person must be adult
29928,Radosław,KUBIAK,M,2001-05-27,Person must be adult
29930,Irena,KUBIAK,F,2001-04-10,Person must be adult
29932,Ignacy,MAZUR,M,2000-10-03,Person must be adult
29941,Waldemar,KRÓL,M,2002-05-06,Person must be adult
29944,Alfreda,KAŹMIERCZAK,F,2002-04-28,Person must be adult
29963,Arkadiusz,LASKOWSKI,M,2002-12-07,Person must be adult
29975,Brygida,LASKOWSKA,F,2002-10-01,Person must be adult
29984,Apolonia,ZAKRZEWSKA,F,2001-09-08,Person must be adult
29990,Ryszard,MARCINIAK,M,2000-09-27,Person must be adult
29995,Jolanta,RUTKOWSKA,F,2000-11-05,Person must be adult
30014,Marzena,ZIELIŃSKA,F,2000-11-22,Person must be adult
30024,Michał,MICHALAK,M,2002-03-15,Person must be adult
30066,Marzena,MALINOWSKA,F,2000-10-27,Person must be adult
30119,Czesław,PAWLAK,M,2000-10-06,Person must be adult
30132,Leokadia,ZAWADZKA,F,2002-01-14,Person must be adult
30143,Rafał,KAŹMIERCZAK,M,2000-11-12,Person must be adult
30176,Teresa,MARCINIAK,F,2002-01-23,Person must be adult
30227,Brygida,NOWAKOWSKA,F,2002-11-12,Person must be adult
30247,Tomasz,CZARNECKI,M,2001-01-20,Person must be adult
30248,Mikołaj,LIS,M,2001-11-27,Person must be adult
30287,Aleksander,ADAMCZYK,M,2002-09-17,Person must be adult
30296,Maciej,WALCZAK,M,2001-05-12,Person must be adult
30298,Maria,WILK,F,2002-07-05,Person must be adult
30316,Cecylia,SADOWSKA,F,2001-08-06,Person must be adult
30385,Bronisława,KRAWCZYK,F,2002-10-04,Person must be adult
30387,Leonard,STĘPIEŃ,M,2002-07-07,Person must be adult
30466,Jadwiga,RUTKOWSKA,F,2000-12-15,Person must be adult
30470,Róża,KOWALSKA,F,2000-11-24,Person must be adult
30509,Beata,GÓRECKA,F,2002-07-24,Person must be adult
30518,Radosław,STĘPIEŃ,M,2001-12-14,Person must be adult
30538,Aleksander,SZEWCZYK,M,2002-08-04,Person must be adult
30630,Antonina,CZERWIŃSKA,F,2001-01-17,Person must be adult
30633,Karolina,DĄBROWSKA,F,2000-09-21,Person must be adult
30650,Tadeusz,MAZUREK,M,2002-11-04,Person must be adult
30787,Wiktoria,KOZŁOWSKA,F,2002-12-03,Person must be adult
30795,Maciej,PIETRZAK,M,2001-01-09,Person must be adult
30808,Karol,WYSOCKI,M,2002-11-13,Person must be adult
30813,Wacława,JAKUBOWSKA,F,2002-02-23,Person must be adult
30818,Michał,KWIATKOWSKI,M,2000-12-25,Person must be adult
30839,Bogusława,GRABOWSKA,F,2002-05-23,Person must be adult
30847,Lesław,KUBIAK,M,2002-05-13,Person must be adult
30877,Michał,DUDEK,M,2002-10-17,Person must be adult
30891,Marianna,OSTROWSKA,F,2002-05-15,Person must be adult
30899,Bożena,KAMIŃSKA,F,2001-07-16,Person must be adult
30955,Bronisława,BARAN,F,2002-02-10,Person must be adult
30993,Lidia,KACZMAREK,F,2002-11-23,Person must be adult
31002,Genowefa,MAKOWSKA,F,2002-08-07,Person must be adult
31066,Elżbieta,SZCZEPAŃSKA,F,2001-01-31,Person must be adult
31075,Ludwik,ZIELIŃSKI,M,2000-09-26,Person must be adult
31107,Marzena,MRÓZ,F,2002-10-17,Person must be adult
31114,Lesław,WRÓBLEWSKI,M,2000-12-13,Person must be adult
31151,Brygida,LASKOWSKA,F,2002-10-16,Person must be adult
31163,Zenon,KOŁODZIEJ,M,2000-11-02,Person must be adult
31206,Wiktor,SOBCZAK,M,2001-12-04,Person must be adult
31207,Katarzyna,DUDA,F,2002-11-09,Person must be adult
31259,Adela,KWIATKOWSKA,F,2001-10-13,Person must be adult
31273,Lesław,SIKORA,M,2001-07-20,Person must be adult
31366,Wioletta,CZARNECKA,F,2002-06-19,Person must be adult
31372,Ludwika,KACZMARCZYK,F,2001-06-16,Person must be adult
31378,Ludwik,MAZUR,M,2002-04-19,Person must be adult
31404,Zdzisław,WÓJCIK,M,2002-03-23,Person must be adult
31408,Lech,KWIATKOWSKI,M,2002-04-19,Person must be adult
31454,Hieronim,BĄK,M,2001-10-16,Person must be adult
31462,Bogumiła,STĘPIEŃ,F,2001-11-02,Person must be adult
31510,Alfons,CZARNECKI,M,2001-07-21,Person must be adult
31524,Zbigniew,WILK,M,2002-03-03,Person must be adult
31527,Zuzanna,LASKOWSKA,F,2001-11-04,Person must be adult
31528,Lucjan,LIS,M,2002-05-07,Person must be adult
31542,Marian,BARAN,M,2002-08-28,Person must be adult
31552,Irena,BARANOWSKA,F,2002-01-21,Person must be adult
31558,Natalia,SZYMCZAK,F,2001-01-30,Person must be adult
31613,Włodzimierz,MAJEWSKI,M,2002-11-29,Person must be adult
31638,Rudolf,JANKOWSKI,M,2001-07-08,Person must be adult
31644,Ilona,KRUPA,F,2002-10-19,Person must be adult
31647,Wioletta,GÓRECKA,F,2002-03-25,Person must be adult
31655,Wacław,SZYMCZAK,M,2001-12-31,Person must be adult
31667,Stefania,GÓRSKA,F,2001-04-07,Person must be adult
31682,Ilona,SZULC,F,2001-01-17,Person must be adult
31684,Róża,JAKUBOWSKA,F,2001-09-20,Person must be adult
31691,Piotr,ZAJĄC,M,2000-10-18,Person must be adult
31764,Lesław,MAZUR,M,2002-04-07,Person must be adult
31806,Gertruda,KRÓL,F,2001-04-12,Person must be adult
31824,Edward,BARANOWSKI,M,2000-10-28,Person must be adult
31865,Adam,GRABOWSKI,M,2001-10-24,Person must be adult
31879,Łucja,KRAJEWSKA,F,2002-05-04,Person must be adult
31898,Hubert,KUBIAK,M,2000-10-28,Person must be adult
31902,Bernard,CZERWIŃSKI,M,2001-03-13,Person must be adult
31948,Stefan,DĄBROWSKI,M,2002-01-14,Person must be adult
31949,Antonina,PRZYBYLSKA,F,2001-10-05,Person must be adult
31978,Pelagia,OSTROWSKA,F,2002-02-16,Person must be adult
31985,Czesław,PIETRZAK,M,2002-12-17,Person must be adult
32022,Iwona,MAJEWSKA,F,2000-12-04,Person must be adult
32045,Lidia,SIKORSKA,F,2001-02-16,Person must be adult
32055,Jan,BRZEZIŃSKI,M,2001-06-05,Person must be adult
32079,Aleksander,JASIŃSKI,M,2001-09-09,Person must be adult
32081,Aleksander,SOKOŁOWSKI,M,2002-11-19,Person must be adult
32086,Justyna,SAWICKA,F,2001-05-26,Person must be adult
32114,Genowefa,KALINOWSKA,F,2001-02-18,Person must be adult
32155,Czesław,MACIEJEWSKI,M,2001-03-25,Person must be adult
32188,Mikołaj,WIECZOREK,M,2002-12-27,Person must be adult
32240,Rozalia,BORKOWSKA,F,2002-08-15,Person must be adult
32317,Marianna,GAJEWSKA,F,2002-10-06,Person must be adult
32323,Agata,DUDA,F,2000-11-21,Person must be adult
32360,Daniela,LEWANDOWSKA,F,2000-12-30,Person must be adult
32404,Stefania,BĄK,F,2002-02-07,Person must be adult
32416,Mirosława,OSTROWSKA,F,2002-08-29,Person must be adult
32421,Piotr,SADOWSKI,M,2000-10-14,Person must be adult
32506,Piotr,OLSZEWSKI,M,2001-07-08,Person must be adult
32522,Eleonora,ZAKRZEWSKA,F,2001-10-23,Person must be adult
32556,Janusz,CHMIELEWSKI,M,2002-10-30,Person must be adult
32560,Danuta,WALCZAK,F,2001-08-27,Person must be adult
32637,Irena,WYSOCKA,F,2001-04-26,Person must be adult
32645,Damian,MRÓZ,M,2001-08-03,Person must be adult
32651,Katarzyna,RUTKOWSKA,F,2001-09-08,Person must be adult
32655,Cezary,JANKOWSKI,M,2001-08-22,Person must be adult
32681,Lucyna,SZYMAŃSKA,F,2002-02-21,Person must be adult
32699,Aneta,GRABOWSKA,F,2002-08-07,Person must be adult
32706,Bogdan,KUCHARSKI,M,2002-02-13,Person must be adult
32722,Katarzyna,BĄK,F,2001-12-31,Person must be adult
32728,Lesław,PRZYBYLSKI,M,2000-11-10,Person must be adult
32735,Walentyna,WIECZOREK,F,2001-06-21,Person must be adult
32751,Rafał,JAWORSKI,M,2001-07-28,Person must be adult
32760,Sabina,KAŹMIERCZAK,F,2000-11-01,Person must be adult
32762,Józefa,WRÓBLEWSKA,F,2000-09-23,Person must be adult
32801,Aneta,DUDA,F,2002-02-24,Person must be adult
32822,Antonina,MRÓZ,F,2001-05-10,Person must be adult
32835,Monika,JAWORSKA,F,2002-10-07,Person must be adult
32836,Róża,LASKOWSKA,F,2002-09-27,Person must be adult
32840,Jerzy,KONIECZNY,M,2001-03-23,Person must be adult
32846,Krystian,WOŹNIAK,M,2002-01-25,Person must be adult
32883,Bogdan,NOWICKI,M,2002-01-17,Person must be adult
32919,Emil,JANKOWSKI,M,2000-12-16,Person must be adult
32931,Radosław,LEWANDOWSKI,M,2001-02-01,Person must be adult
32947,Wiesława,KACZMAREK,F,2001-05-23,Person must be adult
32964,Benedykt,BORKOWSKI,M,2002-11-09,Person must be adult
32965,Antonina,MICHALAK,F,2001-09-14,Person must be adult
32971,Julia,MRÓZ,F,2000-09-17,Person must be adult
33003,Agnieszka,MAZUR,F,2002-05-07,Person must be adult
33017,Wiktor,PAWŁOWSKI,M,2002-08-07,Person must be adult
33053,Józefa,GŁOWACKA,F,2001-02-15,Person must be adult
33060,Bolesław,KALINOWSKI,M,2002-07-30,Person must be adult
33164,Lesław,DUDEK,M,2001-06-18,Person must be adult
33199,Łukasz,SZYMCZAK,M,2002-06-11,Person must be adult
33216,Arkadiusz,DĄBROWSKI,M,2002-07-01,Person must be adult
33248,Bogusław,CIEŚLAK,M,2002-02-10,Person must be adult
33268,Tomasz,MAKOWSKI,M,2001-09-26,Person must be adult
33270,Eugenia,KALINOWSKA,F,2002-06-17,Person must be adult
33276,Karol,KRÓL,M,2002-12-27,Person must be adult
33286,Helena,DĄBROWSKA,F,2001-02-08,Person must be adult
33316,Alicja,PAWLAK,F,2001-12-11,Person must be adult
33318,Rafał,GRABOWSKI,M,2001-04-14,Person must be adult
33405,Mariola,KAMIŃSKA,F,2002-06-10,Person must be adult
33456,Adolf,MARCINIAK,M,2001-08-02,Person must be adult
33496,Dorota,SOKOŁOWSKA,F,2001-12-14,Person must be adult
33519,Stanisław,CIEŚLAK,M,2001-08-18,Person must be adult
33527,Zygmunt,CIEŚLAK,M,2001-06-04,Person must be adult
33529,Zbigniew,OSTROWSKI,M,2000-12-21,Person must be adult
33548,Katarzyna,WYSOCKA,F,2000-11-01,Person must be adult
33581,Zofia,WRÓBLEWSKA,F,2002-04-22,Person must be adult
33583,Anna,MACIEJEWSKA,F,2001-11-09,Person must be adult
33605,Aldona,SIKORA,F,2002-02-08,Person must be adult
33656,Sylwia,CIEŚLAK,F,2001-10-19,Person must be adult
33670,Stefan,KWIATKOWSKI,M,2001-03-19,Person must be adult
33734,Władysław,SZULC,M,2001-09-20,Person must be adult
33739,Adolf,SIKORSKI,M,2002-08-17,Person must be adult
33778,Elżbieta,STĘPIEŃ,F,2001-12-08,Person must be adult
33808,Apolonia,PRZYBYLSKA,F,2002-08-07,Person must be adult
33812,Tadeusz,BARANOWSKI,M,2002-07-31,Person must be adult
33850,Tadeusz,KONIECZNY,M,2001-06-04,Person must be adult
33869,Aleksander,SZYMCZAK,M,2002-12-01,Person must be adult
33918,Dariusz,GRABOWSKI,M,2001-03-17,Person must be adult
33938,Walentyna,SZYMAŃSKA,F,2002-04-26,Person must be adult
33950,Sabina,RUTKOWSKA,F,2001-03-08,Person must be adult
33954,Joanna,PIETRZAK,F,2001-06-29,Person must be adult
34022,Rafał,SZYMCZAK,M,2002-12-24,Person must be adult
34051,Joachim,SZEWCZYK,M,2001-04-05,Person must be adult
34065,Marta,ZIELIŃSKA,F,2001-03-24,Person must be adult
34110,Sebastian,SIKORA,M,2002-03-20,Person must be adult
34143,Iwona,GÓRSKA,F,2002-08-29,Person must be adult
34165,Edmund,CZERWIŃSKI,M,2000-12-15,Person must be adult
34203,Urszula,MAJEWSKA,F,2000-12-20,Person must be adult
34207,Krzysztof,JAWORSKI,M,2001-11-24,Person must be adult
34261,Eugenia,PIOTROWSKA,F,2002-10-29,Person must be adult
34378,Alfreda,NOWAKOWSKA,F,2001-05-02,Person must be adult
34390,Bogusław,WIECZOREK,M,2002-02-19,Person must be adult
34426,Jadwiga,SOKOŁOWSKA,F,2001-03-10,Person must be adult
34471,Ignacy,CIEŚLAK,M,2002-04-15,Person must be adult
34483,Zuzanna,NOWICKA,F,2001-11-13,Person must be adult
34521,Katarzyna,WOŹNIAK,F,2001-05-22,Person must be adult
34561,Stanisława,ZAKRZEWSKA,F,2002-10-27,Person must be adult
34570,Jadwiga,KACZMARCZYK,F,2002-08-27,Person must be adult
34581,Stefan,DĄBROWSKI,M,2002-08-29,Person must be adult
34585,Józef,BŁASZCZYK,M,2001-01-01,Person must be adult
34613,Wiesława,PIOTROWSKA,F,2000-11-09,Person must be adult
34637,Lucjan,WALCZAK,M,2002-10-28,Person must be adult
34729,Hieronim,CZARNECKI,M,2002-05-26,Person must be adult
34730,Joanna,BOROWSKA,F,2002-04-11,Person must be adult
34736,Wanda,TOMASZEWSKA,F,2001-05-18,Person must be adult
34751,Edyta,PRZYBYLSKA,F,2001-05-02,Person must be adult
34752,Julian,MAKOWSKI,M,2001-01-20,Person must be adult
34793,Rozalia,DUDEK,F,2002-05-21,Person must be adult
34798,Zofia,PRZYBYLSKA,F,2002-10-30,Person must be adult
34835,Sławomir,LASKOWSKI,M,2002-10-10,Person must be adult
34892,Weronika,BĄK,F,2001-11-26,Person must be adult
34894,Czesława,WRÓBLEWSKA,F,2001-03-10,Person must be adult
34903,Sławomir,SZULC,M,2002-08-13,Person must be adult
34926,Benedykt,GŁOWACKI,M,2002-07-26,Person must be adult
34930,Helena,ZALEWSKA,F,2001-11-28,Person must be adult
34933,Alfons,JAWORSKI,M,2002-11-29,Person must be adult
34973,Hubert,DUDA,M,2000-11-23,Person must be adult
34978,Janusz,SOBCZAK,M,2002-01-26,Person must be adult
35026,Róża,LIS,F,2002-01-11,Person must be adult
35062,Daniel,ZAKRZEWSKI,M,2001-05-30,Person must be adult
35069,Jakub,ADAMCZYK,M,2002-03-14,Person must be adult
35095,Małgorzata,BĄK,F,2000-12-14,Person must be adult
35114,Agnieszka,ANDRZEJEWSKA,F,2001-05-11,Person must be adult
35124,Bernadeta,OLSZEWSKA,F,2002-01-26,Person must be adult
35126,Marian,ADAMCZYK,M,2001-12-19,Person must be adult
35145,Edyta,KAŹMIERCZAK,F,2001-07-03,Person must be adult
35148,Maria,SADOWSKA,F,2000-11-14,Person must be adult
35154,Bronisław,BRZEZIŃSKI,M,2002-07-05,Person must be adult
35164,Bogumiła,PRZYBYLSKA,F,2002-07-20,Person must be adult
35167,Przemysław,WYSOCKI,M,2001-12-10,Person must be adult
35191,Aleksandra,SZEWCZYK,F,2001-07-06,Person must be adult
35214,Hanna,KACZMARCZYK,F,2001-01-25,Person must be adult
35248,Róża, ,F,1952-02-05,Person last name must have at least 2 characters
35263, ,PIOTROWSKI,M,1965-10-09,Person name must have at least 2 characters
35287,Leon,SADOWSKI,M,2001-10-16,Person must be adult
35302,Hanna,SZYMCZAK,F,2002-04-04,Person must be adult
35314,Bronisława,KACZMARCZYK,F,2001-01-18,Person must be adult
35343,Konrad,SAWICKI,M,2002-10-15,Person must be adult
35365,Romuald,WALCZAK,M,2001-08-11,Person must be adult
35424,Hubert,KACZMARCZYK,M,2002-07-21,Person must be adult
35441,Karol,MRÓZ,M,2000-11-25,Person must be adult
35454,Magdalena,KOZŁOWSKA,F,2002-04-12,Person must be adult
35492,Alojzy,MRÓZ,M,2001-12-04,Person must be adult
35510,Wiesława,ZAKRZEWSKA,F,2002-12-02,Person must be adult
35576,Barbara,MICHALSKA,F,2001-05-07,Person must be adult
35587,Anna,STĘPIEŃ,F,2000-11-01,Person must be adult
35609,Krystyna,MAJEWSKA,F,2000-11-25,Person must be adult
35624,Witold,KRAWCZYK,M,2002-09-05,Person must be adult
35638,Stanisław,PIETRZAK,M,2001-09-15,Person must be adult
35645,Ryszard,KRUPA,M,2002-01-23,Person must be adult
35646,Wacława,BOROWSKA,F,2001-01-20,Person must be adult
35667,Maciej,NOWAK,M,2001-03-14,Person must be adult
35668,Konrad,WOŹNIAK,M,2002-03-16,Person must be adult
35669,Regina,KOWALSKA,F,2000-11-23,Person must be adult
35685,Stefania,CIEŚLAK,F,2002-04-25,Person must be adult
35739,Anna,BARAN,F,2002-08-14,Person must be adult
35746,Danuta,NOWAKOWSKA,F,2001-06-13,Person must be adult
35780,Alina,KACZMAREK,F,2001-06-28,Person must be adult
35796,Aniela,BARAN,F,2002-05-11,Person must be adult
35825,Bernard,KAMIŃSKI,M,2002-05-12,Person must be adult
